market,date,rank,code,name,trade_value,trade_volume_shares,closing_price,change,transactions
TWSE,2026-03-18,14,2345,智邦,13172891465.0,8456080.0,1600.0,145.0,16754.0
TWSE,2026-03-18,15,2485,兆赫,12776841110.0,160092395.0,80.0,5.0,99026.0
TWSE,2026-03-18,16,2449,京元電子,11243708670.0,35571257.0,323.0,29.0,36648.0
TWSE,2026-03-18,17,3715,定穎投控,11214124781.0,65951355.0,173.5,15.5,41466.0
TWSE,2026-03-18,18,3006,晶豪科,10951222188.0,52713943.0,213.5,19.0,36191.0
TWSE,2026-03-18,19,2454,聯發科,10907603005.0,6292375.0,1730.0,0.0,16202.0
TWSE,2026-03-18,20,3017,奇鋐,10498849744.0,5543887.0,1850.0,55.0,19177.0
TPEx,2026-03-19,1,3105,穩懋,14955564000.0,43315000.0,354.5,32.0,26962.0
TPEx,2026-03-19,2,6274,台燿,14127967000.0,25043000.0,584.0,53.0,16649.0
TPEx,2026-03-19,3,8299,群聯,11439235000.0,5798000.0,1960.0,-15.0,4833.0
TPEx,2026-03-19,4,3260,威剛,10431180500.0,20601000.0,525.0,47.5,11654.0
TPEx,2026-03-19,5,4979,華星光,10044677500.0,25330000.0,391.5,8.5,19716.0
TPEx,2026-03-19,6,3324,雙鴻,7776280000.0,7201000.0,1070.0,40.0,5760.0
TPEx,2026-03-19,7,3363,上詮,6152782000.0,9205000.0,668.0,35.0,7707.0
TPEx,2026-03-19,8,1785,光洋科,6011832300.0,60046000.0,101.5,1.9,31700.0
TPEx,2026-03-19,9,5289,宜鼎,4426830000.0,3346000.0,1335.0,55.0,2844.0
TPEx,2026-03-19,10,6290,良維,4280063000.0,18527000.0,241.0,21.5,11250.0
TPEx,2026-03-19,11,3529,力旺,4218755000.0,1531000.0,2775.0,50.0,1402.0
TPEx,2026-03-19,12,8096,擎亞,3862468800.0,43769000.0,86.3,-2.8,22103.0
TPEx,2026-03-19,13,6223,旺矽,3775065000.0,1008000.0,3665.0,-70.0,989.0
TPEx,2026-03-19,14,3693,營邦,3636567000.0,6541000.0,583.0,53.0,4557.0
TPEx,2026-03-19,15,5483,中美晶,3307769500.0,26152000.0,124.0,-5.0,13467.0
TPEx,2026-03-19,16,6147,頎邦,3143134600.0,43890000.0,71.1,-0.8,20747.0
TPEx,2026-03-19,17,5274,信驊,3017105000.0,250000.0,12050.0,-295.0,247.0
TPEx,2026-03-19,18,3289,宜特,2523223500.0,17233000.0,145.0,9.0,10812.0
TPEx,2026-03-19,19,7751,竑騰,2418390000.0,1441000.0,1655.0,90.0,1015.0
TPEx,2026-03-19,20,6510,精測,2409365000.0,656000.0,3550.0,-185.0,637.0
TWSE,2026-03-19,1,2330,台積電,72170579700.0,38750629.0,1850.0,55.0,386193.0
TWSE,2026-03-19,2,6770,力積電,38154676481.0,513362980.0,75.0,3.1,254005.0
TWSE,2026-03-19,3,3189,景碩,25243897811.0,66787097.0,383.5,18.0,68917.0
TWSE,2026-03-19,4,2344,華邦電,24351328578.0,198121897.0,122.0,6.0,124174.0
TWSE,2026-03-19,5,2408,南亞科,22281324233.0,84244597.0,260.0,16.0,82631.0
TWSE,2026-03-19,6,3017,奇鋐,20359184885.0,10256997.0,2015.0,165.0,28171.0
TWSE,2026-03-19,7,2317,鴻海,18364171662.0,89096476.0,205.0,5.0,135863.0
TWSE,2026-03-19,8,2383,台光電,16662084605.0,5842073.0,2890.0,190.0,15915.0
TWSE,2026-03-19,9,6669,緯穎,15383313055.0,4186954.0,3765.0,60.0,20659.0
TWSE,2026-03-19,10,2313,華通,15355714400.0,67848082.0,223.5,6.5,59020.0
TWSE,2026-03-19,11,3715,定穎投控,13584469272.0,74974384.0,190.5,17.0,66037.0
TWSE,2026-03-19,12,2454,聯發科,13494405290.0,8011625.0,1680.0,50.0,60682.0
TWSE,2026-03-19,13,2337,旺宏,12628522451.0,84626988.0,157.0,13.5,73167.0
TWSE,2026-03-19,14,2368,金像電,12628302244.0,12942040.0,1005.0,88.0,23806.0
TWSE,2026-03-19,15,3443,創意,12323877400.0,4749379.0,2610.0,95.0,13778.0
TWSE,2026-03-19,16,2308,台達電,12161365540.0,8335494.0,1455.0,10.0,19521.0
TWSE,2026-03-19,17,2345,智邦,11445614540.0,7188691.0,1590.0,10.0,10524.0
TWSE,2026-03-19,18,3006,晶豪科,11362377261.0,54409823.0,217.0,3.5,38171.0
TWSE,2026-03-19,19,8046,南電,10964309098.0,19507915.0,561.0,6.0,24060.0
TWSE,2026-03-19,20,0050,元大台灣50,10821638440.0,141733755.0,76.0,1.8,218952.0
TPEx,2026-03-20,1,3105,穩懋,22056117000.0,61260000.0,344.0,-10.5,40148.0
TPEx,2026-03-20,2,8299,群聯,20672425000.0,10895000.0,1915.0,-45.0,7363.0
TPEx,2026-03-20,3,6274,台燿,12908304000.0,22934000.0,554.0,-30.0,16795.0
TPEx,2026-03-20,4,4979,華星光,11181247500.0,27385000.0,404.5,13.0,21523.0
TPEx,2026-03-20,5,6223,旺矽,9016905000.0,2355000.0,3860.0,195.0,1708.0
TPEx,2026-03-20,6,3260,威剛,8484976000.0,18114000.0,457.5,,11377.0
TPEx,2026-03-20,7,4991,環宇-KY,8118724000.0,19456000.0,427.0,38.5,11769.0
TPEx,2026-03-20,8,3363,上詮,7617987000.0,10602000.0,734.0,66.0,7412.0
TPEx,2026-03-20,9,1815,富喬,7556757500.0,70783000.0,102.0,-9.5,37126.0
TPEx,2026-03-20,10,8358,金居,6606259500.0,25477000.0,245.5,-23.5,17810.0
TPEx,2026-03-20,11,6187,萬潤,5765015000.0,7052000.0,819.0,74.0,3884.0
TPEx,2026-03-20,12,3211,順達,5745350500.0,17951000.0,325.0,21.5,13206.0
TPEx,2026-03-20,13,3693,營邦,5620264000.0,9840000.0,535.0,-48.0,6842.0
TPEx,2026-03-20,14,6290,良維,5093489000.0,22160000.0,224.0,-17.0,11581.0
TPEx,2026-03-20,15,3324,雙鴻,4612410000.0,4341000.0,1065.0,-5.0,3287.0
TPEx,2026-03-20,16,4749,新應材,3634589000.0,4086000.0,875.0,-39.0,3482.0
TPEx,2026-03-20,17,8096,擎亞,3611436300.0,39876000.0,87.1,0.8,22585.0
TPEx,2026-03-20,18,1785,光洋科,3551733800.0,35817000.0,95.6,-5.9,18507.0
TPEx,2026-03-20,19,6510,精測,3428970000.0,944000.0,3600.0,50.0,902.0
TPEx,2026-03-20,20,5274,信驊,3334165000.0,279000.0,11750.0,-300.0,264.0
TWSE,2026-03-20,1,2330,台積電,99109745990.0,53705722.0,1840.0,10.0,208042.0
TWSE,2026-03-20,2,6770,力積電,39714524139.0,529033042.0,75.5,0.5,257730.0
TWSE,2026-03-20,3,2408,南亞科,38541047423.0,159686881.0,234.0,26.0,155620.0
TWSE,2026-03-20,4,2344,華邦電,38511029603.0,338024724.0,110.0,12.0,174059.0
TWSE,2026-03-20,5,2368,金像電,25100965419.0,25449507.0,988.0,17.0,26866.0
TWSE,2026-03-20,6,2308,台達電,23433815550.0,15939579.0,1475.0,20.0,27406.0
TWSE,2026-03-20,7,2317,鴻海,18814966145.0,92925929.0,203.0,2.0,93930.0
TWSE,2026-03-20,8,3665,貿聯-KY,18030409290.0,9965833.0,1825.0,105.0,12006.0
TWSE,2026-03-20,9,2449,京元電子,14752395227.0,48134842.0,308.0,8.0,33677.0
TWSE,2026-03-20,10,3661,世芯-KY,14060259130.0,4114317.0,3375.0,155.0,21016.0
TWSE,2026-03-20,11,3017,奇鋐,14028231360.0,6991270.0,2050.0,35.0,15320.0
TWSE,2026-03-20,12,2454,聯發科,14001969440.0,8267553.0,1700.0,20.0,15985.0
TWSE,2026-03-20,13,2313,華通,13545203701.0,60465249.0,222.0,1.5,58634.0
TWSE,2026-03-20,14,3481,群創,13368818826.0,501309223.0,26.25,1.05,152053.0
TWSE,2026-03-20,15,2383,台光電,12932826435.0,4588550.0,2810.0,80.0,13202.0
TWSE,2026-03-20,16,3715,定穎投控,12001776113.0,65724571.0,178.5,12.0,46589.0
TWSE,2026-03-20,17,2337,旺宏,11247168147.0,70710999.0,160.0,3.0,68286.0
TWSE,2026-03-20,18,3450,聯鈞,11167871649.0,38008318.0,285.5,6.5,33599.0
